optimus_id,age,vh14p,vh12g,vote,prob
454810,75,1,1,1,0.872667999
264225,65,0,0,0,0.028606431
983355,27,0,0,0,0.01704799
577366,55,0,0,0,0.078507942
57755,81,1,1,1,0.994954738
922251,34,0,1,1,0.50656181
531431,43,0,0,0,0.009915989
647195,74,0,0,0,0.102303702
412688,69,0,0,0,0.016320816
828612,70,0,0,0,0.040042346
362078,47,0,0,0,0.158265385
602892,56,0,0,0,0.170425378
269839,25,0,0,0,0.004338838
600240,30,0,0,0,0.290459673
332107,52,0,0,0,0.055894309
442641,72,0,0,0,0.015225754
599011,22,0,0,0,0.007801085
12823,43,0,0,0,0.008449491
938954,36,0,1,1,0.491383822
338748,24,0,0,0,0.0102494
552348,58,0,1,1,0.447725479
510173,40,0,0,0,0.012252393
881565,41,0,0,0,0.008914745
374374,61,1,1,1,0.98402313
536637,79,0,1,1,0.955601069
39493,69,0,1,1,0.648304291
590520,24,0,0,0,0.010023539
696561,86,0,1,1,0.977135147
817631,28,0,0,0,0.004527913
23451,63,0,0,1,0.539727599
297353,79,0,0,0,0.105220665
938068,28,0,0,0,0.008952452
886581,52,0,0,0,0.242033143
1036824,60,0,0,1,0.695988848
423920,85,0,0,0,0.013018436
112153,24,0,0,0,0.005578111
332933,72,0,0,0,0.026057376
634926,69,0,0,0,0.018558615
510034,74,0,0,0,0.019963334
848873,48,0,0,0,0.022714665
875678,59,1,0,0,0.092649415
531426,38,0,0,0,0.010914961
481693,25,0,0,0,0.004721136
835051,26,0,0,0,0.006920777
630901,49,0,0,0,0.007685696
88492,52,1,0,1,0.493503757
190005,34,0,1,0,0.169730823
777673,34,0,0,0,0.007086086
818703,19,0,0,0,0.006826606
378593,57,0,0,0,0.009071839
642993,71,0,0,0,0.010694396
214181,51,0,0,0,0.013046649
646821,23,0,0,0,0.004942651
456679,46,0,0,0,0.164899659
290222,59,1,1,1,0.993731155
793180,62,0,0,0,0.008376402
841110,42,0,0,0,0.015072385
923561,32,0,0,0,0.018253436
796780,62,0,0,0,0.01720645
915025,44,1,1,1,0.989732004
323705,74,0,0,0,0.0300739
806228,64,0,1,1,0.979371153
84476,37,0,0,0,0.081762633
622176,44,0,0,0,0.004453344
813884,74,0,1,1,0.983999123
5671,33,0,0,0,0.008669966
31862,49,0,0,0,0.156640395
967604,86,1,1,1,0.995446782
676638,48,0,1,1,0.448480971
247342,75,0,0,0,0.194893783
507349,29,0,0,0,0.009400454
259384,62,0,1,0,0.265951061
633943,68,0,0,0,0.015335194
316155,43,0,0,0,0.005934344
390401,45,0,0,1,0.416438165
1065310,53,0,0,1,0.720309272
289595,81,1,1,1,0.993158395
470299,58,1,1,1,0.993692884
193912,45,0,0,0,0.007257752
852257,56,0,0,0,0.012283179
1018095,68,1,1,1,0.914421167
307357,69,0,1,1,0.689729964
814565,36,0,0,0,0.011509021
434183,21,0,0,0,0.007126293
307825,39,0,0,0,0.008864528
296620,41,0,0,0,0.009560287
548215,55,0,0,0,0.016896769
1038833,35,0,0,0,0.01118461
934738,40,0,0,0,0.007981952
105086,23,0,0,0,0.007120243
1103667,46,1,1,1,0.98612148
975896,68,0,0,0,0.01627815
31772,65,0,0,0,0.02080677
167914,83,0,0,0,0.017622983
784249,83,0,0,0,0.018638101
213027,40,0,0,0,0.016442723
1023103,40,0,0,0,0.017244009
610061,54,0,0,0,0.025276472
592184,20,0,0,0,0.008208797
252886,50,0,0,0,0.030251436
343146,20,0,0,0,0.004326733
917073,41,0,0,0,0.020428219
402821,59,0,0,0,0.01292066
588212,25,0,0,0,0.00907994
553531,25,0,0,0,0.016163533
410341,23,0,0,0,0.007362701
348453,26,0,0,0,0.006169306
316473,59,0,0,1,0.602218009
1002737,71,0,1,1,0.578145361
408725,92,1,1,1,0.867991873
355694,48,0,0,0,0.166477944
356026,21,0,0,0,0.005460238
737273,94,0,0,1,0.590222034
755207,58,0,0,0,0.018248213
549888,69,0,0,0,0.020340326
781798,70,0,0,1,0.969135504
1068334,47,0,1,1,0.485428819
337327,73,1,0,0,0.147756435
165095,32,0,0,0,0.00638744
712119,44,0,0,0,0.009822011
405482,30,0,0,0,0.008932494
647863,56,0,0,0,0.012231348
422789,68,0,0,0,0.01341322
784076,22,0,0,0,0.00654805
249870,41,0,0,0,0.011281897
1068967,71,0,0,0,0.059531131
758162,34,0,0,0,0.36558021
1083426,62,0,1,1,0.504152089
882225,28,0,0,0,0.025092742
716363,62,0,0,1,0.515139614
976962,50,0,1,0,0.396084675
567320,40,0,1,0,0.24727886
1089058,51,0,1,1,0.959585193
683292,71,0,0,0,0.013030338
191748,44,0,0,0,0.008175808
212389,70,0,0,0,0.01483022
138164,55,0,0,1,0.524823689
570731,41,0,1,0,0.175274906
806039,63,0,0,0,0.024598158
949543,73,0,0,0,0.311762699
917884,40,0,0,0,0.009063009
677539,64,0,1,1,0.954501835
949244,23,0,0,0,0.005388215
1037849,46,0,1,1,0.958874743
262847,57,0,0,0,0.141895184
119339,66,0,0,0,0.100743437
177096,44,0,0,0,0.02194533
692072,64,1,0,1,0.547421823
207878,62,1,1,1,0.994751351
185735,30,0,0,0,0.01207253
670803,68,0,0,1,0.483469504
192835,58,0,0,1,0.503225861
239987,64,0,1,1,0.452742211
620617,70,0,0,0,0.019116133
790827,29,0,0,0,0.017350974
464694,64,0,0,0,0.02653665
775407,42,0,0,1,0.444421591
906783,33,0,0,0,0.164431183
122821,44,0,1,0,0.350959538
876475,76,0,0,0,0.027175584
526829,50,0,0,0,0.311625994
936905,73,0,1,1,0.613784124
380684,26,0,0,0,0.005216221
508878,32,0,0,0,0.005306001
789725,62,0,1,1,0.967352969
956331,24,0,0,0,0.00509697
1042494,52,0,1,1,0.472889728
804121,21,0,0,0,0.011528505
84294,25,0,0,0,0.004997316
702475,23,0,0,0,0.015402965
628352,19,0,0,0,0.00454299
715306,33,1,1,1,0.487917614
499572,25,0,0,0,0.007125976
909596,22,0,0,0,0.029907765
146652,68,0,0,0,0.011312287
933976,26,0,0,0,0.005961363
544040,55,0,0,0,0.308288348
114312,83,0,1,1,0.881759175
533340,75,0,1,1,0.662460755
39825,41,0,0,0,0.385485395
403742,66,0,0,0,0.020948579
134719,58,0,0,0,0.015767193
131892,76,0,0,0,0.317305926
820089,69,1,1,1,0.996478688
614682,23,0,0,0,0.004228458
993152,72,1,1,1,0.915376873
227178,24,0,0,0,0.006276837
1093092,79,1,0,1,0.403517592
486263,29,0,0,0,0.354580306
1007249,56,0,1,1,0.433174369
114710,78,0,0,0,0.021065285
476988,27,0,0,0,0.005774221
906499,21,0,0,0,0.007754947
502593,77,1,1,1,0.990294618
457541,35,0,0,0,0.010332577
861520,46,0,1,1,0.400572706
399553,56,0,0,0,0.110399978
159210,37,0,0,0,0.007446623
707021,31,0,0,0,0.009108005
312365,34,0,0,0,0.007096149
782375,62,0,0,0,0.381951405
623886,47,0,0,0,0.136676132
461859,44,0,1,1,0.540648107
673862,78,0,0,0,0.057150396
612154,67,0,1,1,0.570542945
113235,39,0,0,0,0.006807213
926162,66,0,0,0,0.024646869
980178,70,1,1,1,0.991649174
914613,30,0,0,0,0.012244626
1054308,49,0,0,0,0.009548185
888366,34,0,0,0,0.021142497
144105,62,0,1,1,0.534131632
236522,73,0,0,0,0.010558828
175597,22,0,0,0,0.007829041
786410,52,0,0,0,0.011897498
1086068,79,0,1,1,0.610064153
241978,40,0,0,0,0.013489814
824405,67,0,1,1,0.950260937
539319,61,0,0,0,0.287938091
717841,45,0,0,0,0.10919943
622123,41,0,0,0,0.005871954
505447,45,0,0,0,0.010784668
329530,52,0,0,0,0.078058723
564219,66,0,0,0,0.388739571
132479,59,0,0,1,0.486231381
855994,80,0,0,0,0.013213637
204741,59,0,0,0,0.228141542
343578,64,0,0,0,0.013599683
962569,57,0,0,0,0.30643159
1068668,60,0,0,1,0.630488761
839218,20,0,0,0,0.008957666
331164,64,0,0,0,0.301496356
528367,81,1,1,1,0.993658766
490743,90,0,0,1,0.693697414
311348,50,0,0,0,0.008339035
882760,56,1,1,1,0.993476121
398992,68,0,0,0,0.011185784
720058,37,0,0,0,0.007037495
607026,45,0,0,0,0.034076354
781563,48,0,0,1,0.528965992
32815,25,0,0,0,0.014698856
177138,66,0,0,1,0.590588732
517412,61,0,0,0,0.370700384
837006,75,0,0,0,0.015465672
876382,68,1,1,1,0.993083956
372125,21,0,0,0,0.00552756
474029,89,1,1,1,0.94965209
221739,21,0,0,0,0.00328138
367351,57,0,0,0,0.025068137
168545,22,0,0,0,0.004954969
59466,49,0,0,0,0.028616555
984066,48,0,0,0,0.023985303
133428,70,0,1,1,0.703333899
481537,51,0,1,1,0.963119385
361972,27,0,0,0,0.005480487
719990,36,0,0,0,0.022368419
584422,48,0,0,0,0.017650611
851513,56,0,1,1,0.533576437
785370,72,0,1,0,0.352768984
515012,50,0,0,0,0.011597397
964564,50,0,1,1,0.943865712
483497,27,0,0,0,0.009230466
457928,60,0,0,0,0.006991147
913086,62,0,0,0,0.105486484
1084606,62,0,0,0,0.028966644
496120,46,0,1,1,0.774573352
440356,24,0,0,0,0.00387814
35459,63,0,0,0,0.026097292
137923,64,0,1,1,0.50758187
805002,44,0,0,0,0.38509125
587956,58,0,1,1,0.661252161
61267,65,0,0,0,0.026472512
427255,25,0,0,0,0.005958846
800119,33,0,0,1,0.702145784
416334,53,0,0,0,0.007896333
854136,62,0,1,1,0.502396731
509367,27,0,0,0,0.007110464
477691,33,0,0,0,0.006323896
608757,85,1,1,1,0.995528428
597024,39,0,0,0,0.011451017
333574,48,0,1,0,0.315043856
853867,59,0,0,1,0.957121675
258296,34,1,1,1,0.552823444
664486,27,0,0,0,0.004496079
907458,31,0,1,1,0.455299254
397111,84,0,0,1,0.606782006
753058,48,0,1,0,0.316372892
869938,75,0,0,0,0.017658342
358677,66,0,0,0,0.012048986
634707,67,0,0,0,0.064807163
366959,28,0,0,0,0.007518288
539394,70,0,0,0,0.013819261
426526,26,0,0,0,0.005668942
605255,50,0,0,0,0.013244958
861842,63,0,0,0,0.01342595
20814,46,0,0,0,0.009041731
848328,28,0,0,0,0.0091191
472124,59,0,0,0,0.011110578
1023778,47,0,0,0,0.011787146
236547,69,0,0,0,0.007534555
796822,55,0,0,0,0.260195514
364847,42,0,0,0,0.005483351
302644,57,0,0,0,0.011178127
917998,62,0,1,1,0.465781121
1062059,39,0,0,1,0.539861516
943697,65,0,0,1,0.560482555
852915,51,0,1,1,0.969153879
612681,38,0,0,0,0.01024703
1049214,59,0,0,0,0.128022837
999755,58,0,0,0,0.007362974
811939,58,0,1,1,0.947347256
273571,46,0,0,0,0.175761981
385024,41,0,0,0,0.006061651
679976,30,0,0,0,0.004896755
1018527,54,0,0,0,0.039028156
599834,54,0,0,0,0.01751714
911306,33,0,1,0,0.053070883
616047,45,0,0,0,0.011462205
613646,72,1,1,1,0.994994906
1059409,67,0,0,0,0.059256751
525293,82,0,1,1,0.617939553
921705,78,0,1,1,0.980070493
422511,31,0,0,0,0.005237643
689095,31,0,0,0,0.006623054
754354,54,0,0,0,0.010211479
857595,77,0,0,1,0.546613743
938330,61,0,0,0,0.01615003
186424,22,0,0,0,0.004341595
250883,61,1,1,1,0.993056735
657150,44,0,0,0,0.009408393
783200,75,0,0,0,0.025296586
656765,77,0,1,1,0.975311802
457233,63,0,0,0,0.36904028
167658,71,0,0,0,0.359704437
49121,44,0,0,0,0.11474973
662796,72,0,1,1,0.660469564
378376,25,0,0,0,0.008043822
651703,58,0,0,0,0.022797528
920901,46,0,0,0,0.010220689
951953,37,0,0,0,0.311568333
1100436,55,0,1,1,0.969926406
737844,82,1,1,1,0.989824432
1061864,32,0,0,0,0.012552159
1078876,44,0,0,0,0.052008148
249331,53,0,0,0,0.015127719
358150,47,0,0,0,0.041727674
342842,29,0,0,0,0.006424277
403256,78,0,0,0,0.017061063
774946,65,0,0,0,0.014495223
1028380,50,0,0,0,0.013539303
1001688,38,0,0,0,0.017179392
121800,62,0,0,1,0.407176598
70451,70,0,0,0,0.016936342
614218,62,0,0,0,0.029210346
620332,54,0,0,0,0.218523602
547241,69,0,0,0,0.016169819
232178,62,1,1,1,0.991907509
662806,64,0,1,1,0.487407097
572952,40,0,0,0,0.008082344
791230,41,0,1,1,0.472911604
121837,56,0,0,0,0.005843828
646113,32,0,0,0,0.013450917
1100180,29,0,0,0,0.084837838
609859,45,0,0,0,0.00976201
42884,46,0,1,0,0.362525865
124966,58,0,0,0,0.184617917
1018191,63,0,1,1,0.659834104
339823,72,0,0,0,0.024862788
173031,71,0,0,0,0.314584361
686224,39,0,0,0,0.008495402
386839,66,0,0,0,0.019495603
1101298,61,0,0,0,0.015234146
71742,47,0,0,0,0.010213117
411287,49,0,0,0,0.273763101
621317,50,0,0,0,0.00904744
562526,69,0,0,1,0.469255047
605673,59,0,0,0,0.0126273
955410,72,0,0,0,0.009657582
691974,74,0,0,0,0.025667308
527752,48,0,0,0,0.008035405
709875,55,1,1,1,0.932685249
22420,57,0,1,1,0.957751633
300540,60,0,0,0,0.0126087
851043,67,0,0,0,0.013701551
587250,41,0,0,0,0.011173871
122478,67,0,0,0,0.008416734
462398,27,0,0,0,0.005759207
100426,73,0,1,1,0.682878089
405604,28,0,0,0,0.00434717
278049,61,0,0,0,0.025724109
513190,81,0,1,1,0.643925154
620963,52,0,0,0,0.023275389
76574,19,0,0,0,0.007569742
632080,64,0,1,1,0.956942773
496882,37,1,1,1,0.948316209
554738,37,0,0,0,0.006137915
526059,37,0,0,0,0.005247286
415581,30,0,0,0,0.005515293
500663,45,0,0,0,0.008071675
820229,84,0,0,0,0.015507499
146950,57,0,1,0,0.009256899
100013,58,0,0,0,0.015725447
95580,59,0,0,0,0.009098931
798348,59,0,1,1,0.977708708
599144,67,1,1,1,0.992853584
316747,52,0,0,0,0.015450523
93029,71,0,1,0,0.212369806
821856,48,0,0,1,0.618550439
870404,74,0,0,0,0.034885046
733477,44,0,0,0,0.122515821
268594,51,0,0,1,0.41300396
550250,53,0,0,0,0.021948538
737165,75,0,0,1,0.600065796
778445,26,0,0,0,0.005797439
490504,72,0,1,1,0.565752541
1095540,63,0,0,1,0.528088009
958004,56,0,0,0,0.006042748
485285,50,0,0,0,0.018659244
413654,65,0,0,0,0.00841851
1085558,22,0,0,0,0.00537957
159973,33,0,0,0,0.009412006
478033,29,0,0,0,0.013563018
117318,55,0,1,1,0.604072787
866519,82,0,0,0,0.022178995
1014164,28,0,0,0,0.013530092
518178,63,0,0,1,0.427145996
684758,60,0,1,1,0.437176951
580007,28,0,0,0,0.006121309
580702,64,0,0,0,0.089467562
294855,67,0,0,0,0.020665047
1090344,79,1,1,1,0.898178483
682733,60,0,1,0,0.336128118
641462,47,0,0,0,0.026164302
897719,43,0,1,1,0.963609658
292875,49,0,1,1,0.490855887
666139,57,0,0,0,0.011852696
767432,56,0,1,1,0.53989988
240500,48,0,0,0,0.211023485
558849,40,0,0,0,0.146524588
1068690,61,0,1,1,0.768647296
306704,74,1,1,1,0.994734185
402867,31,0,0,0,0.014947839
118747,76,0,0,1,0.571403641
595039,33,0,0,0,0.018132467
935602,48,0,0,0,0.251916859
448611,46,0,0,0,0.007674329
809551,21,0,0,0,0.012375232
231516,59,1,1,1,0.993576131
240415,39,0,0,0,0.169192705
476971,41,0,0,0,0.239442488
929512,59,0,0,0,0.030106011
263560,73,0,0,0,0.019133518
352865,39,0,1,0,0.176180819
542764,94,1,1,1,0.997400234
500921,45,0,0,0,0.00588119
38085,24,0,0,0,0.005003954
731021,35,0,0,0,0.020035984
688621,38,0,0,0,0.140395649
595069,38,0,0,0,0.202196117
424221,37,0,0,0,0.013218874
85295,40,0,0,0,0.007818516
996010,23,0,0,0,0.011662753
773076,65,1,1,1,0.992090396
922393,46,0,0,0,0.382840986
306070,65,0,1,1,0.468606308
562493,64,0,0,0,0.092231162
378256,27,0,0,0,0.004753636
428464,31,0,0,0,0.058214864
538072,23,0,0,0,0.012489901
12738,56,0,0,0,0.042637699
507825,67,0,0,0,0.022234033
155631,19,0,0,0,0.006027963
317606,65,0,0,0,0.032912222
658651,63,1,1,1,0.993105115
435496,56,0,0,0,0.022917814
434511,46,0,0,0,0.09271649
451386,54,0,0,0,0.009152102
652160,53,0,1,1,0.430191912
157427,46,0,0,0,0.016709236
547683,45,0,0,0,0.011957122
929818,46,0,0,0,0.007490116
115228,92,1,1,1,0.946798667
1041398,59,0,1,1,0.644596367
715958,43,0,0,0,0.270916511
342506,44,0,1,1,0.934161471
256501,48,0,1,1,0.601432901
632381,75,0,0,0,0.077387558
433490,67,0,0,0,0.010011995
464809,28,0,0,0,0.00624996
644658,46,0,0,0,0.005484808
1027928,67,0,0,0,0.39787552
863760,79,0,0,1,0.663600028
993312,58,1,1,1,0.993402664
559564,62,0,0,0,0.011410993
755647,26,0,0,0,0.009888376
383878,35,0,0,0,0.004506341
1062834,44,0,0,0,0.016165701
610326,73,0,0,0,0.218605028
896013,56,1,1,1,0.995358195
564190,61,0,0,0,0.013138108
1013640,80,0,0,0,0.042853161
23721,49,0,0,0,0.007892578
686334,41,0,0,0,0.006152467
321900,50,0,0,0,0.226106522
235759,31,0,0,0,0.006049403
114804,64,0,1,1,0.564190895
786842,73,0,0,1,0.669220006
1008537,21,0,0,0,0.008300364
872971,55,0,0,0,0.172377031
702695,69,0,0,0,0.020130634
374083,70,0,0,0,0.026754457
421153,55,0,0,0,0.00933362
371536,31,0,0,0,0.005622979
247136,62,0,0,1,0.61143057
322000,48,0,0,0,0.012556816
810283,40,0,0,0,0.025958673
487007,92,0,0,0,0.021737158
661929,55,0,0,0,0.018389207
614839,20,0,0,0,0.006878535
394000,20,0,0,0,0.004506378
157832,25,0,0,0,0.005383354
1040167,63,0,0,0,0.017914805
1034954,19,0,0,0,0.009867304
293573,61,0,0,0,0.011503249
701377,68,0,1,0,0.341112401
160686,45,0,0,0,0.350793721
684058,59,0,0,0,0.017069058
298254,57,0,0,0,0.01472187
974636,43,0,0,1,0.611723074
537417,58,0,0,0,0.212352626
171148,33,0,0,0,0.009822218
65167,22,0,0,0,0.006572212
564675,76,0,0,0,0.099690974
89173,49,0,1,1,0.457036995
516117,69,0,0,0,0.30077055
969277,57,0,0,0,0.38159588
395702,61,0,1,1,0.650066503
445509,40,0,0,0,0.008222726
421841,46,0,0,0,0.018312475
561571,32,0,0,1,0.429257223
912199,82,1,1,1,0.995405585
251059,28,0,0,0,0.007810526
944567,23,0,0,0,0.005063474
509412,34,0,0,0,0.008313738
406777,51,0,1,1,0.408396712
694549,64,0,1,0,0.243891611
658430,45,0,0,0,0.02327378
692549,52,0,0,0,0.169125995
725365,57,0,0,0,0.013781592
978570,46,0,0,0,0.013555084
321465,48,0,0,0,0.018635803
640738,41,0,1,0,0.162938436
424982,43,0,0,0,0.388354349
592222,71,1,1,1,0.994898835
148606,78,0,1,1,0.566040705
245853,76,0,0,0,0.119848667
869200,81,0,0,0,0.295447903
241467,75,0,0,0,0.019595461
962607,29,0,0,1,0.498718474
415459,75,0,0,0,0.01307346
42941,42,0,0,0,0.305986472
716433,50,0,0,0,0.008473958
269350,53,0,1,1,0.474878066
985836,74,0,1,1,0.49925717
71353,25,0,0,0,0.007064345
340797,45,0,1,0,0.136278764
30229,34,0,0,0,0.005115769
904234,26,0,0,0,0.006650635
566138,19,0,0,0,0.00443992
21383,25,0,0,0,0.012017681
92046,76,0,0,0,0.013950101
54128,42,0,0,0,0.013740436
631201,69,0,0,1,0.71672763
878513,57,0,0,0,0.313691429
718655,46,0,0,0,0.014309976
1004880,33,0,1,0,0.093906488
253846,75,0,1,1,0.971840474
565463,25,0,0,0,0.006233962
522777,78,1,1,1,0.806917899
806158,73,0,1,1,0.978251907
1072084,21,0,0,0,0.00569389
759745,53,0,1,1,0.695877194
871879,21,0,0,0,0.006016239
777101,31,0,0,0,0.00791343
1006745,58,0,0,1,0.54815662
600798,41,0,1,0,0.01465792
744615,76,0,0,1,0.568529653
907321,66,0,0,0,0.397829008
111595,59,0,0,0,0.057252417
144330,74,0,1,1,0.526765077
8732,52,0,0,0,0.207949421
1041493,25,0,0,0,0.011403371
835943,54,0,0,0,0.011066244
536965,59,0,1,1,0.960979534
1038562,68,0,1,1,0.966492987
875394,61,0,0,0,0.395845057
700193,33,0,1,1,0.950168472
580012,64,0,0,0,0.077063407
205373,34,0,0,0,0.331867406
623954,25,0,0,0,0.009732776
682255,24,0,0,0,0.005621704
743112,72,0,1,1,0.698946901
270201,74,0,0,0,0.12284154
258545,52,0,0,0,0.071488374
225038,22,0,0,0,0.004569826
387615,46,0,0,0,0.010106807
675693,70,0,1,1,0.63386467
2160,24,0,0,0,0.006586367
538923,53,0,0,0,0.016150694
839630,42,0,1,1,0.431332232
354835,57,0,0,0,0.006989652
774216,51,0,0,0,0.015290743
938752,24,0,0,0,0.006177622
616232,73,0,1,1,0.481736163
1096747,83,1,1,1,0.995977968
831682,82,1,1,1,0.996871195
977191,71,0,0,0,0.050458237
422148,28,0,0,0,0.009608066
483960,90,0,0,0,0.029980899
1013560,64,0,1,1,0.525261623
207318,21,0,0,0,0.007122348
553448,40,0,0,0,0.014453475
987709,19,0,0,0,0.004648849
1065291,69,1,1,1,0.994954201
38812,60,0,0,0,0.012496738
729705,31,0,1,1,0.823391526
326246,42,0,1,1,0.40231141
474176,32,0,0,0,0.195535559
740593,33,0,1,0,0.136894297
724928,78,0,0,0,0.030319512
981336,27,0,0,0,0.003661559
734798,82,0,1,1,0.724879933
316796,70,1,1,1,0.993605656
716104,31,0,0,0,0.00662329
945818,46,0,1,1,0.928003632
1042654,41,0,0,0,0.336140206
52494,34,0,1,0,0.328471987
271454,71,0,0,1,0.62130191
993829,26,0,0,0,0.007894822
871821,43,0,0,0,0.011365248
352525,71,0,1,1,0.529596814
9823,76,1,1,1,0.898547892
161152,55,0,0,0,0.010562144
807291,36,0,0,0,0.011644791
237419,77,0,1,1,0.54511328
410314,53,0,0,0,0.010518591
852235,36,0,0,0,0.00878907
872247,46,0,1,0,0.022423092
182739,21,0,0,0,0.009240999
356927,73,0,1,1,0.67396384
441482,76,1,1,1,0.99554272
180237,64,0,0,1,0.491557398
1097397,38,0,1,1,0.931389561
569392,51,0,0,0,0.014331139
3425,43,0,0,0,0.018362593
932096,23,0,0,0,0.004597098
11242,40,0,0,0,0.018209779
815462,48,0,0,0,0.012553517
221945,33,0,0,0,0.125848034
61486,66,0,0,0,0.364272306
598680,64,0,1,1,0.637032079
375444,56,0,0,0,0.01017772
1074789,64,0,1,1,0.780324522
842536,81,0,0,0,0.149920323
502690,66,0,0,0,0.130520566
100234,85,1,1,1,0.994975265
852954,56,0,0,0,0.087651997
1078213,69,0,1,1,0.964028926
169816,71,1,1,1,0.992762479
739926,54,0,1,0,0.372750363
1070755,70,0,0,0,0.046335853
605288,77,0,1,1,0.978370546
969369,37,0,0,0,0.034554873
425079,52,0,0,1,0.41129687
1017527,53,0,0,0,0.01258231
876247,57,1,1,1,0.988523321
1014763,59,0,0,1,0.912858081
446494,57,0,0,0,0.012577097
396567,23,0,0,0,0.007915088
704476,32,0,0,0,0.038140726
89907,70,1,1,1,0.99081827
566433,30,0,0,0,0.006034579
694434,62,0,0,0,0.044581063
131535,41,0,1,0,0.123721127
786433,54,0,0,0,0.01358814
839232,75,1,1,1,0.993578869
69841,68,0,0,1,0.576646134
746483,57,0,0,0,0.014299332
512581,50,0,0,0,0.238133669
926204,61,0,0,0,0.174538491
406326,50,0,0,0,0.334283749
290688,72,1,1,1,0.995471762
866796,82,0,0,0,0.048164466
810763,51,0,1,1,0.972553899
340517,29,0,0,0,0.010638926
333303,43,0,0,0,0.008849268
394335,39,0,0,0,0.010947611
128735,48,0,0,0,0.010832448
929244,34,0,0,0,0.092847702
172693,82,1,1,1,0.995007568
528344,78,0,1,0,0.394211073
128251,35,0,0,0,0.014605063
952346,96,0,1,1,0.640463589
852692,51,0,0,0,0.39694399
170992,29,0,0,0,0.007729459
48773,46,0,0,0,0.246119899
264333,71,0,1,1,0.96945023
711974,58,0,0,0,0.083795394
334053,53,0,0,0,0.02467763
1001053,66,0,1,1,0.932226417
351510,57,0,0,0,0.014831244
500998,38,0,0,0,0.006378814
954163,39,0,1,0,0.015221012
101316,58,1,1,1,0.992395253
42687,34,0,0,0,0.012050836
961034,53,0,1,0,0.015652757
826887,59,0,0,0,0.175162093
1034882,76,0,1,1,0.615783714
286642,40,0,0,0,0.018769108
884100,59,1,1,0,0.394056877
46536,44,0,0,0,0.007695928
742514,42,0,0,0,0.094516953
680530,69,0,0,0,0.262796144
75007,51,0,0,0,0.011079544
277063,25,0,0,0,0.004059389
723675,40,0,0,0,0.009046989
357367,72,1,1,1,0.993419813
607519,40,0,0,0,0.387527176
558089,67,0,0,0,0.014948897
324938,60,0,0,0,0.206417242
18236,76,0,0,0,0.031057368
938724,65,0,0,0,0.366913537
973398,45,0,0,0,0.19145571
482524,49,0,0,0,0.04561467
536659,74,0,0,0,0.046480226
905411,63,1,1,1,0.99221102
335736,86,1,1,1,0.99468809
1387,76,1,1,1,0.993502984
56833,51,0,0,0,0.092372054
811852,61,0,1,1,0.722103967
1023819,61,0,0,0,0.031309258
1065570,21,0,0,0,0.012821744
125039,86,0,0,0,0.039503653
552088,57,0,1,1,0.481628268
384094,65,0,1,1,0.62096123
1012924,64,0,0,0,0.018799394
176344,57,0,0,0,0.183251785
877987,30,0,0,0,0.280529446
533476,63,0,1,1,0.518869302
760497,46,0,1,1,0.470759178
1091288,30,0,0,0,0.010782506
314501,82,0,1,1,0.958479054
30841,21,0,0,0,0.005500722
103256,59,0,1,0,0.015979389
180405,54,0,0,0,0.297360294
106903,58,0,1,1,0.45017538
10682,30,0,0,0,0.010651929
598907,80,0,0,0,0.024154247
522610,37,0,0,0,0.041912185
938548,37,0,0,0,0.007682865
799305,26,0,0,0,0.042199506
764999,44,0,0,0,0.011643193
707011,56,1,1,1,0.837679561
749694,64,1,1,1,0.995505874
1093389,50,0,1,0,0.346242159
502741,50,0,0,0,0.00659267
871558,57,0,0,0,0.026753414
451473,79,0,1,1,0.669700591
492304,43,0,1,0,0.119412303
207671,65,0,0,0,0.31330624
534647,42,0,0,0,0.009452195
625330,64,0,0,0,0.101163464
756743,82,0,1,1,0.734723875
549433,67,1,1,1,0.992983688
721068,71,0,0,1,0.54258599
531435,31,0,0,0,0.008038682
522008,51,0,0,0,0.098647776
490265,27,0,0,0,0.011644702
853258,52,0,1,1,0.959318337
446251,31,0,0,0,0.008086645
995467,44,0,0,1,0.438031316
491312,76,0,0,1,0.433433902
1027663,45,1,1,1,0.994038598
55825,49,0,0,0,0.020928991
822376,52,0,0,0,0.371722948
531800,70,0,1,1,0.493285045
1078556,65,0,0,0,0.25819273
694023,70,0,1,1,0.584686372
1006048,66,0,1,1,0.97425374
451901,22,0,0,0,0.004926468
558965,45,0,0,0,0.015095664
506641,27,0,0,0,0.005034661
943046,78,0,0,0,0.026856156
493416,64,0,0,0,0.212262308
947611,38,0,0,0,0.023758174
168123,55,0,1,0,0.311209336
1072194,49,0,0,0,0.023711876
153888,24,0,0,0,0.00529529
530222,33,0,0,0,0.155851311
764673,66,0,0,1,0.669748503
917068,41,0,0,0,0.03437294
224654,37,0,0,0,0.011908651
668257,58,0,1,1,0.953426477
698293,36,0,1,0,0.007844933
816530,61,0,0,0,0.059939807
438888,84,1,1,1,0.995285933
677229,28,0,0,0,0.015971624
196805,38,0,0,0,0.008783074
254708,71,0,0,0,0.018899986
160784,49,0,1,0,0.132786563
6586,68,0,0,0,0.053648302
207462,28,0,0,0,0.004515283
897660,29,0,0,0,0.009677997
465786,36,0,0,0,0.010598063
157089,30,0,0,0,0.004187481
942888,54,0,0,0,0.017135822
1105446,62,1,1,1,0.993826926
